TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY
Condo for sale,1350000,2,2.0,1066.0,Kings County
Condo for sale,499000,1,1.0,571.0,Queens County
Condo for sale,1351242,2,2.0,1026.0,Queens County
Co-op for sale,249000,2,1.0,830.0,Kings County
Condo for sale,479000,1,2.0,1096.0,Kings County
Condo for sale,1899000,3,2.0,1757.0,Kings County
Co-op for sale,275000,1,1.0,694.0,Queens County
Condo for sale,2150000,2,2.0,1711.0,New York County
Co-op for sale,1999000,3,3.0,1950.0,New York County
Condo for sale,1745000,2,2.0,1574.0,Queens County
Condo for sale,1494000,1,2.0,1444.0,New York County
Co-op for sale,749000,2,1.0,1000.0,New York County
Co-op for sale,2465000,2,2.0,1400.0,New York County
Co-op for sale,439000,3,1.0,475.0,New York County
Condo for sale,975000,2,2.0,930.0,Kings County
Condo for sale,1999999,4,4.0,2743.0,New York County
Condo for sale,460000,1,1.0,518.0,Kings County
House for sale,3498000,2,2.0,2046.0,New York County
Condo for sale,3995000,2,2.0,1283.0,New York County
Co-op for sale,1139000,3,2.0,1800.0,Queens County
Condo for sale,2695000,2,2.0,1927.0,Kings County
Co-op for sale,125000,1,1.0,728.0,Bronx County
Condo for sale,625000,1,1.0,692.0,New York County
Co-op for sale,545000,1,1.0,1050.0,Kings County
Condo for sale,599000,1,1.0,935.0,Kings County
Condo for sale,342990,2,1.0,900.0,Richmond County
Co-op for sale,1500000,2,2.0,1600.0,New York County
Condo for sale,3150000,4,3.0,2263.0,New York County
Co-op for sale,200000,1,1.0,700.0,Kings County
Co-op for sale,699000,2,2.0,1400.0,Kings County
Multi-family home for sale,3000000,24,16.0,12720.0,Kings County
Co-op for sale,559000,3,2.0,1200.0,Bronx County
Condo for sale,2649000,3,3.0,1500.0,New York County
Condo for sale,925000,2,2.0,787.0,Queens County
Condo for sale,559000,1,1.0,579.0,Kings County
Condo for sale,999999,1,2.0,807.0,New York County
Co-op for sale,269000,1,1.0,700.0,Kings County
Condo for sale,838000,2,2.0,1054.0,Kings County
Co-op for sale,220000,1,1.0,792.0,Queens County
Condo for sale,729000,1,1.0,550.0,New York County
Condo for sale,2045000,3,2.0,1039.0,New York County
Condo for sale,3695000,2,2.0,1978.0,New York County
Condo for sale,2045000,3,2.0,1039.0,New York County
Co-op for sale,495000,2,1.0,900.0,Kings County
Condo for sale,950000,2,2.0,1033.0,New York County
Co-op for sale,449000,1,2.0,1074.0,Queens County
Co-op for sale,325000,1,1.0,775.0,Kings County
Condo for sale,1599000,2,2.0,1094.0,New York County
Condo for sale,1850000,1,1.0,703.0,New York County
Condo for sale,1395000,1,2.0,1220.0,New York County
Condo for sale,759000,2,2.0,1230.0,Kings County
Condo for sale,4995000,3,4.0,2184.0,New York County
Co-op for sale,249000,2,1.0,1000.0,Kings County
Condo for sale,1500000,1,2.0,1218.0,Kings County
Condo for sale,695000,2,1.0,959.0,New York County
Co-op for sale,325000,1,1.0,775.0,Kings County
Condo for sale,15500000,5,6.0,4134.0,New York County
Co-op for sale,1995000,2,2.0,1700.0,New York County
Condo for sale,759000,2,2.0,1230.0,Kings County
Condo for sale,3250000,2,2.0,1509.0,New York County
Co-op for sale,750000,1,1.0,750.0,New York County
Condo for sale,4395000,5,5.0,3498.0,New York County
House for sale,11250000,5,6.0,4357.0,New York County
Condo for sale,7500000,4,4.0,2811.0,New York County
House for sale,635000,3,1.0,500.0,New York County
Condo for sale,580000,2,1.0,667.0,Kings County
Condo for sale,8575000,2,2.0,1830.0,New York County
Condo for sale,1200000,3,1.0,500.0,New York County
Co-op for sale,8250000,2,3.0,3000.0,New York County
Condo for sale,375000,1,1.0,387.0,Kings County
Condo for sale,2488000,2,2.0,1483.0,New York County
Condo for sale,935000,1,1.0,713.0,Kings County
Condo for sale,5200000,3,4.0,3400.0,New York County
Co-op for sale,329000,2,1.0,950.0,Kings County
Co-op for sale,2495000,3,3.0,2500.0,New York County
Co-op for sale,595000,2,2.0,1075.0,Queens County
Co-op for sale,639000,3,1.0,1100.0,Queens County
Condo for sale,720000,2,1.0,970.0,Queens County
Condo for sale,4780000,2,2.0,1882.0,New York County
Condo for sale,760000,1,1.0,700.0,New York County
Condo for sale,2350000,2,2.0,1628.0,New York County
Co-op for sale,339999,1,1.0,825.0,Queens County
Co-op for sale,220000,1,1.0,900.0,Bronx County
Condo for sale,499000,1,1.0,750.0,Queens County
Co-op for sale,445000,3,1.0,550.0,New York County
Co-op for sale,299000,1,1.0,700.0,Queens County
Condo for sale,4075000,3,3.0,2150.0,New York County
Condo for sale,580000,2,2.0,950.0,Queens County
Condo for sale,995000,2,2.0,1015.0,New York County
Condo for sale,1525000,2,2.0,1329.0,Queens County
Co-op for sale,1995000,3,3.0,1800.0,New York County
Co-op for sale,217000,1,1.0,700.0,Queens County
Condo for sale,468000,1,1.0,500.0,Queens County
Multi-family home for sale,2100000,3,8.0,7984.0,Kings County
Co-op for sale,7450000,3,2.0,5500.0,New York County
Co-op for sale,450000,1,1.0,1115.0,Queens County
Co-op for sale,235000,1,1.0,660.0,Bronx County
House for sale,485000,3,1.0,525.0,New York County
Condo for sale,1588000,2,2.0,1108.0,New York County
House for sale,2695000,2,2.0,1750.0,New York County
Condo for sale,585000,2,2.0,988.0,Bronx County
Condo for sale,848880,1,1.0,713.0,New York County
Co-op for sale,268000,1,1.0,750.0,Queens County
Condo for sale,3700000,3,3.0,1756.0,New York County
Condo for sale,2395000,4,3.0,2155.0,Kings County
Condo for sale,8525000,4,4.0,2863.0,New York County
Co-op for sale,799000,1,1.0,950.0,New York County
Condo for sale,240000,1,1.0,800.0,Richmond County
Co-op for sale,165000,1,1.0,750.0,Bronx County
Co-op for sale,765000,1,2.0,1000.0,New York County
Condo for sale,309000,2,1.0,862.0,Bronx County
Condo for sale,3795000,3,3.0,1981.0,New York County
Condo for sale,8525000,4,4.0,2863.0,New York County
Condo for sale,1075000,2,2.0,1144.0,Kings County
Condo for sale,1075000,2,2.0,1144.0,Kings County
Condo for sale,750000,1,1.0,592.0,Kings County
Condo for sale,1850000,2,2.0,1322.0,New York County
Condo for sale,5250000,3,3.0,2950.0,New York County
Co-op for sale,270000,2,1.0,700.0,Queens County
Co-op for sale,3585000,3,3.0,2237.0,New York County
Condo for sale,595000,1,1.0,556.0,Kings County
Multi-family home for sale,5000000,3,3.0,1845.0,New York County
Condo for sale,2995000,2,2.0,1784.0,New York County
Co-op for sale,469900,3,2.0,1200.0,Bronx County
Co-op for sale,159999,1,1.0,650.0,Bronx County
Co-op for sale,469900,3,2.0,1200.0,Bronx County
Co-op for sale,3250000,3,3.0,2610.0,New York County
Co-op for sale,1575000,2,2.0,1157.0,New York County
Co-op for sale,259000,1,1.0,570.0,Kings County
Condo for sale,749999,3,3.0,1602.0,Kings County
Co-op for sale,639000,3,1.0,1050.0,Queens County
Condo for sale,2300000,3,3.0,1700.0,New York County
Condo for sale,6750000,2,2.0,2320.0,New York County
Co-op for sale,600000,1,1.0,750.0,New York County
Co-op for sale,600000,1,1.0,750.0,New York County
Co-op for sale,319000,1,1.0,750.0,Kings County
Co-op for sale,520000,1,1.0,730.0,New York County
Co-op for sale,689000,1,1.0,1000.0,New York County
House for sale,899000,4,2.0,1400.0,Queens County
Co-op for sale,1825000,3,2.0,1500.0,New York County
Co-op for sale,232000,1,1.0,750.0,Queens County
Condo for sale,1100000,2,1.0,988.0,New York County
Condo for sale,4999000,2,2.0,1666.0,New York County
Condo for sale,1695000,3,2.0,1827.0,Kings County
Condo for sale,2800000,3,2.0,1687.0,New York County
Condo for sale,459000,1,1.0,548.0,Kings County
Condo for sale,15900000,4,4.0,3698.0,New York County
Condo for sale,4995000,3,4.0,1960.0,New York County
Condo for sale,2250000,3,1.0,1710.0,New York County
Condo for sale,989000,3,1.0,930.0,Kings County
Co-op for sale,309999,1,1.0,650.0,Queens County
Condo for sale,4880000,3,3.0,2130.0,New York County
Co-op for sale,240000,1,1.0,750.0,Queens County
Co-op for sale,225000,1,1.0,622.0,Kings County
Condo for sale,1625000,1,2.0,995.0,New York County
Condo for sale,385000,2,1.0,910.0,Richmond County
Co-op for sale,5600000,5,4.0,3200.0,New York County
Co-op for sale,729888,2,2.0,1600.0,Queens County
Co-op for sale,535000,3,2.0,1350.0,Queens County
Co-op for sale,1250000,2,2.0,1500.0,New York County
Condo for sale,550000,1,1.0,712.0,Queens County
Co-op for sale,1250000,2,2.0,1500.0,New York County
Condo for sale,2800000,3,3.0,3341.0,Kings County
Condo for sale,725000,2,2.0,800.0,Queens County
Co-op for sale,349999,2,1.0,873.0,Kings County
Co-op for sale,280000,2,1.0,1050.0,Bronx County
Condo for sale,595000,2,2.0,739.0,Queens County
Townhouse for sale,15990000,8,8.0,6000.0,New York County
Condo for sale,2350000,2,2.0,1428.0,New York County
Condo for sale,705000,1,1.0,631.0,Queens County
Condo for sale,1675000,2,2.0,1294.0,New York County
Condo for sale,1395000,2,2.0,1065.0,Queens County
Co-op for sale,1450000,1,2.0,1100.0,New York County
Co-op for sale,329000,1,1.0,681.0,Queens County
Condo for sale,2495000,1,2.0,1218.0,New York County
Condo for sale,1095000,2,2.0,1200.0,New York County
Condo for sale,14950000,4,4.0,4017.0,New York County
Condo for sale,1195000,1,1.0,600.0,New York County
Condo for sale,815000,3,2.0,1039.0,Kings County
Condo for sale,3900000,2,2.0,1700.0,New York County
Condo for sale,795000,2,1.0,759.0,New York County
Co-op for sale,478000,1,1.0,750.0,Kings County
House for sale,2499000,2,2.0,1471.0,New York County
Condo for sale,460000,3,1.0,426.0,New York County
Condo for sale,534900,1,1.0,654.0,Kings County
Co-op for sale,495000,2,2.0,800.0,Queens County
Co-op for sale,338000,1,1.0,800.0,Queens County
Condo for sale,1650000,2,2.0,1168.0,Kings County
Condo for sale,1575000,1,2.0,1494.0,Kings County
Condo for sale,459000,3,1.0,489.0,Queens County
Co-op for sale,8100000,5,4.0,4000.0,New York County
Co-op for sale,399000,1,1.0,681.0,Kings County
Co-op for sale,625000,2,1.0,1025.0,Queens County
Co-op for sale,375000,1,1.0,920.0,Kings County
Condo for sale,389990,2,1.0,886.0,Richmond County
Condo for sale,375000,3,1.0,500.0,Queens County
Condo for sale,8950000,3,4.0,2367.0,New York County
Co-op for sale,695000,2,2.0,1800.0,New York County
Condo for sale,1345000,1,2.0,1010.0,New York County
Co-op for sale,1675000,2,2.0,1150.0,New York County
Condo for sale,3550000,4,4.0,2120.0,New York County
Condo for sale,5500000,4,4.0,2670.0,New York County
Condo for sale,2750000,2,2.0,1856.0,New York County
Co-op for sale,750000,2,1.0,920.0,New York County
Co-op for sale,2150000,3,2.0,1800.0,New York County
Condo for sale,3995000,1,2.0,1560.0,New York County
Condo for sale,849000,2,2.0,937.0,Kings County
Condo for sale,995000,1,1.0,971.0,Kings County
Co-op for sale,899000,2,1.0,940.0,New York County
Co-op for sale,519000,2,1.0,1100.0,Kings County
Co-op for sale,519000,2,1.0,1100.0,Kings County
Condo for sale,995000,1,1.0,971.0,Kings County
Co-op for sale,659000,1,1.0,860.0,New York County
Condo for sale,15000000,2,2.0,2625.0,New York County
Condo for sale,1195000,1,2.0,1330.0,Kings County
Condo for sale,24500000,4,6.0,5427.0,New York County
Co-op for sale,580000,1,1.0,712.0,New York County
Condo for sale,7995000,4,4.0,2697.0,New York County
Condo for sale,529000,3,1.0,367.0,New York County
Condo for sale,654250,2,1.0,702.0,Queens County
Condo for sale,1350000,1,2.0,822.0,New York County
Condo for sale,995000,1,1.0,971.0,Kings County
Co-op for sale,899000,2,1.0,940.0,New York County
Co-op for sale,1950000,2,2.0,1350.0,New York County
Co-op for sale,740000,2,2.0,800.0,New York County
Condo for sale,654250,2,1.0,702.0,Queens County
Co-op for sale,279000,1,1.0,800.0,Queens County
Co-op for sale,189000,3,1.0,300.0,Kings County
Co-op for sale,3450000,3,4.0,1965.0,New York County
Condo for sale,550000,2,2.0,721.0,Queens County
Condo for sale,2600000,3,2.0,1729.0,New York County
Co-op for sale,370000,1,1.0,680.0,Kings County
Condo for sale,2500000,2,2.0,1111.0,Kings County
Condo for sale,2600000,3,2.0,1729.0,New York County
Condo for sale,499000,3,1.0,472.0,New York County
Condo for sale,945000,2,2.0,903.0,New York County
Condo for sale,598125,2,1.0,655.0,Queens County
Co-op for sale,349000,1,1.0,750.0,Kings County
